Entity,Service Description,Price
BHM,Allogen bld-drv HPC harvest,"$4,887.00 "
BHM,Allogen cell concent in plasma,"$1,500.00 "
BHM,Allogen platelet depletion,"$1,500.00 "
BHM,Allogen T-cell depl w in harv,"$1,500.00 "
BHM,Allogen thaw cryopres wo wash,"$1,500.00 "
BHM,Allogen transpl HPC per donor,"$121,765.00 "
BHM,Allogen tumor cell depletion,"$1,500.00 "
BHM,Allograft achill tendn um0 9,"$10,387.00 "
BHM,Allograft achille tendon um 9,"$10,387.00 "
BHM,Allograft Alloma 6.3x7 1181 0,"$37,365.00 "
BHM,Allograft Alloma 8x16 11808 m,"$25,424.00 "
BHM,Allograft Allomtrx putty 3m J,"$9,973.00 "
BHM,Allograft Allomtrx synth l,"$8,347.00 "
BHM,Allograft Allomtrx synth m,"$2,613.00 "
BHM,Allograft ant tibal10x240 0 2,"$10,782.00 "
BHM,Allograft bone plug 1 m,"$4,233.00 "
BHM,Allograft can50-50 30ml um1 6,"$3,223.00 "
BHM,Allograft cancel crushd 4 l,"$4,076.00 "
BHM,Allograft cancel crushd z,"$4,113.00 "
BHM,Allograft cancel cubes 2 l,"$2,162.00 "
BHM,Allograft cancel cubes 3 l,"$3,223.00 "
BHM,Allograft condyle fem lat 0 7,"$8,986.00 "
BHM,Allograft cort blk lasr345 1,"$8,925.00 "
BHM,Allograft cort can 20cc um1 3,"$2,275.00 "
BHM,Allograft cortcl morselzd 2 l,"$4,113.00 "
BHM,Allograft cortical ground 4 l,"$4,076.00 "
BHM,Allograft cortl morsel 20ml 9,"$4,113.00 "
BHM,Allograft db matrix paste 2ml,"$2,652.00 "
BHM,Allograft db matrix paste 5ml,"$5,021.00 "
BHM,Allograft dermis hd 4x5 td0405,"$11,440.00 "
BHM,Allograft dermis hd 5x8 td0508,"$15,080.00 "
BHM,Allograft dermis neoform 4 6,"$11,507.00 "
BHM,Allograft dmx 2.5cc syn58 5,"$6,032.00 "
BHM,Allograft dmx putty 5cc 380 m,"$8,678.00 "
BHM,Allograft dura 7.5 x 7.5 62 5,"$7,121.00 "
BHM,Allograft dura durepair 4x n,"$13,800.00 "
BHM,Allograft dura mater pa h,"$3,140.00 "
BHM,Allograft Duraform 2x2 801 6,"$2,667.00 "
BHM,Allograft Duraform 3x31 801 7,"$6,117.00 "
BHM,Allograft Duragen 2x2 dp1 2,"$4,865.00 "
BHM,Allograft Duragen 2x2 dp5 2,"$4,373.00 "
BHM,Allograft Duragen 3x3 dp5 3,"$7,674.00 "
BHM,Allograft Duragen pls3x3dp1 3,"$8,529.00 "
BHM,Allograft Duraguard 8 4,"$6,782.00 "
BHM,Allograft femur h d,"$8,796.00 "
BHM,Allograft femur plat2x15 um 8,"$5,423.00 "
BHM,Allograft fibula segment 0,"$3,918.00 "
BHM,Allograft gracilis tend r1 1,"$9,223.00 "
BHM,Allograft GRAFTON dbm 2.5x m,"$11,906.00 "
BHM,Allograft GRAFTON dbm 2.5x1 m,"$18,118.00 "
BHM,Allograft GRAFTON paste 1 l,"$12,615.00 "
BHM,Allograft GRAFTON paste l,"$5,887.00 "
BHM,Allograft GRAFTON strp 1x1 m,"$10,360.00 "
BHM,Allograft GRAFTON strp 1x2 m,"$11,856.00 "
BHM,Allograft GRAFTON strp 2.5x m,"$11,906.00 "
BHM,Allograft GRAFTON strp2.5x2 m,"$12,642.00 "
BHM,Allograft h2 10x30mm 5534 0,"$13,276.00 "
BHM,Allograft h2 12x30mm 5534 2,"$13,685.00 "
BHM,Allograft h2 14x30mm 5534 4,"$13,685.00 "
BHM,Allograft h2 16x30mm 5534 6,"$13,276.00 "
BHM,Allograft h2 18x30mm 5534 8,"$13,276.00 "
BHM,Allograft h2 20x30mm 5534 0,"$13,276.00 "
BHM,Allograft h2 8x30mm 5534 8,"$13,276.00 "
BHM,Allograft H2 extns 8mm 5504 8,"$14,838.00 "
BHM,Allograft head femo l,"$8,537.00 "
BHM,Allograft Ignit power mix l,"$10,175.00 "
BHM,Allograft Infus lrg 7510800 d,"$20,550.00 "
BHM,Allograft Infuse med7510 0,"$29,738.00 "
BHM,Allograft Infuse sm7510200 d,"$21,355.00 "
BHM,Allograft matxpaste 1ml dbm 1,"$1,369.00 "
BHM,Allograft Osteocel 1ml 5013 1,"$5,070.00 "
BHM,Allograft Osteocel 5ml 5013 5,"$13,685.00 "
BHM,Allograft Osteost synth 5ml r,"$7,244.00 "
BHM,Allograft patella tend hemi 8,"$9,829.00 "
BHM,Allograft patella tend irr 4,"$9,829.00 "
BHM,Allograft patella tendon 1 1,"$17,850.00 "
BHM,Allograft patella tendon 1/ f,"$9,829.00 "
BHM,Allograft patella tendon f,"$19,117.00 "
BHM,Allograft patella tendon wh l,"$15,119.00 "
BHM,Allograft patella tendon wh r,"$15,119.00 "
BHM,Allograft pericardum mtf400 3,"$7,029.00 "
BHM,Allograft post tib 100x240 3,"$10,782.00 "
BHM,Allograft Prime Grafix 1.5x2cm,"$5,148.00 "
BHM,Allograft Prime Grafix 2x3cm,"$6,435.00 "
BHM,Allograft Prime Grafix 3x4cm,"$8,161.00 "
BHM,Allograft Prime Grafix 4x4cm,"$55,250.00 "
BHM,Allograft Prime Grafix 5x5cm,"$18,135.00 "
BHM,Allograft Prime Grafix dis14mm,"$2,925.00 "
BHM,Allograft Prime Grafix7.5x15cm,"$70,200.00 "
BHM,Allograft putty db matri 1 l,"$8,234.00 "
BHM,Allograft putty dbm 1ml 38 0,"$2,216.00 "
BHM,Allograft putty Progn pls l,"$7,766.00 "
BHM,Allograft Repliform 4 7,"$9,408.00 "
BHM,Allograft Repliform 5 0,"$9,613.00 "
BHM,Allograft saphenous vein hu n,"$31,768.00 "
BHM,Allograft semitenodesis um1 5,"$10,406.00 "
BHM,Allograft talus 32647 1,"$24,320.00 "
BHM,Allograft tibal tendn ant 2 1,"$12,067.00 "
BHM,Allograft tibal tendn ant f,"$13,388.00 "
BHM,Allograft tibal tendn post2 2,"$12,198.00 "
BHM,Allogrft 8x11x14mm 5740 8,"$10,340.00 "
BHM,Allogrft can cross13x15 400 2,"$6,123.00 "
BHM,Allogrt 44sqcm Apligraph np199,"$8,418.00 "
BHM,Allogrt achil tend w bn 233 3,"$11,750.00 "
BHM,Allogrt achil tend wo bn233 3,"$10,340.00 "
BHM,Allogrt achil tndn 19.5 430 0,"$13,109.00 "
BHM,Allogrt achil tndn 19.5 430 7,"$14,887.00 "
BHM,Allogrt achill ten15x290 bn 5,"$10,387.00 "
BHM,Allogrt achille ten n bn 1 8,"$7,304.00 "
BHM,Allogrt achille ten w bn 1 2,"$7,304.00 "
BHM,Allogrt achille ten wbn as0 4,"$10,387.00 "
BHM,Allogrt achilles 197 9,"$10,340.00 "
BHM,Allogrt achilles w bn 197 9,"$11,750.00 "
BHM,Allogrt aflex human2.5aflex 1,"$21,983.00 "
BHM,Allogrt ant tibial 198 9,"$9,223.00 "
BHM,Allogrt aort thor descend a 0,"$56,164.00 "
BHM,Allogrt aortoiliac artery r 0,"$81,301.00 "
BHM,Allogrt artery all lenght r 0,"$66,500.00 "
BHM,Allogrt arthx abs110 5,"$41,800.00 "
BHM,Allogrt bio cartilage 1cc 1 0,"$7,238.00 "
BHM,Allogrt bio cartl1ml abs101 c,"$9,212.00 "
BHM,Allogrt bio funnel apl abs1 3,$291.00 
BHM,Allogrt bio mixr 3cc abs1 0,"$1,862.00 "
BHM,Allogrt bio xcm hdrt 10x16cm,"$24,160.00 "
BHM,Allogrt bio xcm hdrt 10x20cm,"$30,201.00 "
BHM,Allogrt bio xcm hdrt 16x20cm,"$48,314.00 "
BHM,Allogrt bio xcm hdrt 20x20cm,"$60,392.00 "
BHM,Allogrt bio xcm hdrt 6x16cm,"$14,496.00 "
BHM,Allogrt bio xcm hdrt 8x16cm,"$19,332.00 "
BHM,Allogrt biocartilage 1ml 1 4,"$7,050.00 "
BHM,Allogrt bn Arthcel5ccabs200 5,"$20,825.00 "
BHM,Allogrt bn cortos 5cc 21010 5,"$7,520.00 "
BHM,Allogrt bn cortos10cc 21010 0,"$13,160.00 "
BHM,Allogrt bn matrix 10 6000 0,"$5,151.00 "
BHM,Allogrt bn matrx 5ccp01v920 0,"$17,600.00 "
BHM,Allogrt bn mtrix 2x2in bmw2021,"$19,667.00 "
BHM,Allogrt bn pro Osteon500 5b 4,"$5,470.00 "
BHM,Allogrt bn Trinity 10cc 410 0,"$14,679.00 "
BHM,Allogrt bn Trinity 15cc 410 5,"$21,323.00 "
BHM,Allogrt bn trinity 1cc 410 1,"$5,685.00 "
BHM,Allogrt bn Trinity 5cc 410 5,"$16,035.00 "
BHM,Allogrt bn vivign 1 bl1500 1,"$4,583.00 "
BHM,Allogrt bn vivign 10 bl1500 3,"$24,990.00 "
BHM,Allogrt bn vivign 15 bl1500 4,"$29,601.00 "
BHM,Allogrt bn vivign 5 bl1500 2,"$11,305.00 "
BHM,Allogrt bn void prostm86sr0 0,"$21,289.00 "
BHM,Allogrt bone matrix 10 5013 0,"$22,354.00 "
BHM,Allogrt can 10x14 Cornst245 1,"$8,925.00 "
BHM,Allogrt can 11x14 Cornst245 1,"$10,810.00 "
BHM,Allogrt can 12x14 Cornst245 1,"$10,810.00 "
BHM,Allogrt can 13x14 Cornst245 1,"$8,925.00 "
BHM,Allogrt can 30ml asep451 8,"$3,223.00 "
BHM,Allogrt can 30ml rad451 6,"$3,223.00 "
BHM,Allogrt can 5x14 cornst245 1,"$8,925.00 "
BHM,Allogrt can 6x14 Cornst245 1,"$8,925.00 "
BHM,Allogrt can 7x14 Cornst245 1,"$8,925.00 "
BHM,Allogrt can 8x14 Cornst245 1,"$8,925.00 "
BHM,Allogrt can 9x14 Cornst845 1,"$8,925.00 "
BHM,Allogrt canc crushed 30cc 1 5,"$3,223.00 "
BHM,Allogrt cancel cube 10 asp0 0,"$1,245.00 "
BHM,Allogrt cancel cube 10 rad1 6,"$1,245.00 "
BHM,Allogrt cancel cube 15 asp0 0,"$1,825.00 "
BHM,Allogrt cancel cube 15 rad1 5,"$1,769.00 "
BHM,Allogrt cancel cube 20 asp0 7,"$2,162.00 "
BHM,Allogrt cancel cube 30 asp0 9,"$3,223.00 "
BHM,Allogrt cancel cube 30 rad1 9,"$3,223.00 "
BHM,Allogrt cancel cube 40 asp0 6,"$4,290.00 "
BHM,Allogrt cell vivign1 bl1600 1,"$6,277.00 "
BHM,Allogrt cell vivign10bl1600 3,"$28,828.00 "
BHM,Allogrt cell vivign5 bl1600 2,"$15,959.00 "
BHM,Allogrt contour132sqcm cm1516p,"$25,922.00 "
BHM,Allogrt contour132sqcm cm1518p,"$25,922.00 "
BHM,Allogrt contour132sqcm cm1519p,"$25,922.00 "
BHM,Allogrt contour164sqcm cl1516p,"$32,208.00 "
BHM,Allogrt contour164sqcm cl1518p,"$32,208.00 "
BHM,Allogrt contour164sqcm cl1519p,"$32,208.00 "
BHM,Allogrt contourbil cl1516 p,"$38,787.00 "
BHM,Allogrt contourbil l cl1518 p,"$38,787.00 "
BHM,Allogrt contourbil m cm1516 p,"$31,221.00 "
BHM,Allogrt contourbil m cm1518 p,"$31,221.00 "
BHM,Allogrt cort asr5x14x11 245 1,"$8,925.00 "
BHM,Allogrt cort can6x14x11 345 1,"$8,925.00 "
BHM,Allogrt cort pwdr10 asp1 8,"$1,282.00 "
BHM,Allogrt cort pwdr20 asp1 9,"$2,227.00 "
BHM,Allogrt dermi flex 8x16 pk1816,"$39,118.00 "
BHM,Allogrt dermi flex 8x20 pk1208,"$44,550.00 "
BHM,Allogrt derms fen hd10x10tdf01,"$23,400.00 "
BHM,Allogrt derms fen hd4x5 tdf405,"$11,440.00 "
BHM,Allogrt derms fen hd5x8tdf508,"$15,080.00 "
BHM,Allogrt dmx putty5cc abs200 5,"$7,520.00 "
BHM,Allogrt dura mater lrg 0 3,"$11,637.00 "
BHM,Allogrt dura onlay 1x1 dmo 1,"$2,733.00 "
BHM,Allogrt dura onlay 1x3 dmo 3,"$4,079.00 "
BHM,Allogrt dura onlay 2x2 dmo 2,"$4,803.00 "
BHM,Allogrt dura onlay 3x3 dmo 3,"$7,230.00 "
BHM,Allogrt dura onlay 4x5 dmo 5,"$10,221.00 "
BHM,Allogrt dura onlay 5x7 dmo 7,"$13,609.00 "
BHM,Allogrt Enduragn 1x4x1 89 3,"$3,731.00 "
BHM,Allogrt evan wedge 8 plcl20 8,"$9,901.00 "
BHM,Allogrt fascala 15x3 400 8,"$3,264.00 "
BHM,Allogrt fascala 15x30 400 4,"$3,264.00 "
BHM,Allogrt fascala 4x5 fd asp0 6,"$1,750.00 "
BHM,Allogrt fascala 6x14 asp0 4,"$7,099.00 "
BHM,Allogrt fascala 6x14fd asp0 6,"$7,099.00 "
BHM,Allogrt fem l pla2x20fd as0 9,"$6,474.00 "
BHM,Allogrt fib shft 15fd asp0 9,"$5,372.00 "
BHM,Allogrt fibu seg 15fd asp0 7,"$4,316.00 "
BHM,Allogrt fibu seg 15fd rad0 6,"$4,316.00 "
BHM,Allogrt fibu shft 15 asp0 8,"$5,530.00 "
BHM,Allogrt fibu shft 15fd rad1 3,"$4,187.00 "
BHM,Allogrt flex hd 8x16 471816,"$22,392.00 "
BHM,Allogrt flex hd 8x20cm hp0208,"$25,490.00 "
BHM,Allogrt flex hd12x12derm471122,"$24,820.00 "
BHM,Allogrt flexhd 11x20cm sf2000,"$24,575.00 "
BHM,Allogrt flexhd 11x20cm sf2200,"$44,974.00 "
BHM,Allogrt flexhd 11x20cm sf2202,"$43,651.00 "
BHM,Allogrt flexhd 12x20cm hp1220,"$39,678.00 "
BHM,Allogrt flexhd 13x22cm sf3000,"$30,542.00 "
BHM,Allogrt flexhd 15x24cm sf4000,"$40,885.00 "
BHM,Allogrt flexhd 9x15cm sf1000,"$15,735.00 "
BHM,Allogrt flexor ten ff bn 0 7,"$5,280.00 "
BHM,Allogrt Graftn dbm2.5x5 t42 0,"$12,381.00 "
BHM,Allogrt Graftn dbm8x10 t42 5,"$10,359.00 "
BHM,Allogrt graftn strp1x20 t42 0,"$11,856.00 "
BHM,Allogrt Grafton dbm 5 t45 5,"$5,887.00 "
BHM,Allogrt Grafton dbm10 t45 0,"$8,798.00 "
BHM,Allogrt iliac crest block 9,"$6,143.00 "
BHM,Allogrt iliac crest wdg 770 4,"$4,233.00 "
BHM,Allogrt jckt 4x8cm 480400408m,"$15,197.00 "
BHM,Allogrt jckt drm4x4cm480700404,"$6,962.00 "
BHM,Allogrt jckt drm4x7cm481100407,"$13,150.00 "
BHM,Allogrt jckt drm5x10cm48110051,"$15,789.00 "
BHM,Allogrt jckt drm5x5cm481100505,"$9,555.00 "
BHM,Allogrt jckt mtrx4x7cm86st4x07,"$19,312.00 "
BHM,Allogrt jckt reg 2ml 86gl0200,"$11,668.00 "
BHM,Allogrt jckt reg2x4cm 86002x04,"$7,540.00 "
BHM,Allogrt jckt reg4x4cm 86tm4x04,"$9,360.00 "
BHM,Allogrt jckt reg4x7cm 86004x07,"$20,196.00 "
BHM,Allogrt jckt reg5x10cm 86005x1,"$18,980.00 "
BHM,Allogrt jckt reg5x5cm 86005x05,"$15,418.00 "
BHM,Allogrt jckt reg5x5cm 86mx5x05,"$18,207.00 "
BHM,allogrt matracel 4x7 aflex 1,"$14,908.00 "
BHM,Allogrt matracel 5x9 aflex 3,"$20,367.00 "
BHM,allogrt matracl3.5x3.5 flex 0,"$11,205.00 "
BHM,allogrt matracl3.5x5.2aflex 0,"$15,827.00 "
BHM,Allogrt menis wbn lt lat fm l,"$26,654.00 "
BHM,Allogrt menis wbn lt med fm l,"$26,654.00 "
BHM,Allogrt menis wbn rt lat fm l,"$26,654.00 "
BHM,Allogrt menis wbn rt med fm l,"$27,400.00 "
BHM,Allogrt nail 2.7x16mm tfn2 6,"$10,103.00 "
BHM,Allogrt nerv cnct1.5x15 agx 5,"$12,220.00 "
BHM,Allogrt nerve 1-2x15 111 5,"$9,074.00 "
BHM,Allogrt nerve 1-2x30 111 0,"$13,834.00 "
BHM,Allogrt nerve 1-2x50 111 0,"$22,908.00 "
BHM,Allogrt nerve 1-2x70 111 0,"$19,570.00 "
BHM,Allogrt nerve 2-3 50 211 0,"$22,908.00 "
BHM,Allogrt nerve 2-3x15 211 5,"$10,561.00 "
BHM,Allogrt nerve 2-3x30 211 0,"$13,834.00 "
BHM,Allogrt nerve 2-3x70 211 0,"$19,570.00 "
BHM,Allogrt nerve 3-4x15 311 5,"$10,710.00 "
BHM,Allogrt nerve 3-4x30 311 0,"$16,214.00 "
BHM,Allogrt nerve 3-4x50 311 0,"$24,841.00 "
BHM,Allogrt nerve 3-4x70 311 0,"$24,395.00 "
BHM,Allogrt nerve 4-5x15 411 5,"$10,710.00 "
BHM,Allogrt nerve 4-5x30 411 0,"$16,214.00 "
BHM,Allogrt nerve 4-5x50 411 0,"$24,841.00 "
BHM,Allogrt nerve 4-5x70 411 0,"$26,775.00 "
BHM,Allogrt nerve cnct 2x10 agx 0,"$10,340.00 "
BHM,Allogrt nerve cnct 2x15 agx 5,"$12,220.00 "
BHM,Allogrt nerve cnct 3x10 agx 0,"$9,400.00 "
BHM,Allogrt nerve cnct 3x15 agx 5,"$12,220.00 "
BHM,Allogrt nerve cnct 4x10 agx 0,"$9,400.00 "
BHM,Allogrt nerve cnct 4x15 agx 5,"$12,220.00 "
BHM,Allogrt nerve cnct 5x10 agx 0,"$7,595.00 "
BHM,Allogrt nerve cnct 5x15 agx 5,"$10,716.00 "
BHM,Allogrt nerve cnct 6x10 agx 0,"$9,400.00 "
BHM,Allogrt nerve cnct 6x15 agx 5,"$13,630.00 "
BHM,Allogrt nerve cnct 7x10 agx 0,"$9,400.00 "
BHM,Allogrt nerve cnct 7x15 agx 5,"$12,220.00 "
BHM,Allogrt nerve cnct1.5x10 ag 1,"$10,340.00 "
BHM,Allogrt nerve prtc 2x20 ag0 0,"$9,185.00 "
BHM,Allogrt nerve prtc 5x20 ag0 0,"$11,156.00 "
BHM,Allogrt nerve prtc 5x40 ag0 0,"$11,022.00 "
BHM,Allogrt nerve prtc 7x20 ag0 0,"$11,156.00 "
BHM,Allogrt nerve prtc 7x40 ag0 0,"$11,022.00 "
BHM,Allogrt nerve prtc10x20 ag1 0,"$11,156.00 "
BHM,Allogrt nerve prtc10x40 ag1 0,"$11,022.00 "
BHM,Allogrt nerve prtc3.5x20 ag 2,"$11,156.00 "
BHM,Allogrt nerve prtc3.5x40 ag 4,"$12,941.00 "
BHM,Allogrt patel lig bisec 234 3,"$11,156.00 "
BHM,Allogrt patella 197 9,"$11,156.00 "
BHM,Allogrt patella lig 10 fp 0,"$18,658.00 "
BHM,Allogrt patella tndn bn 430 0,"$15,433.00 "
BHM,Allogrt patella tndn bn 430 05,"$15,433.00 "
BHM,Allogrt patella tndn bn 430 15,"$15,433.00 "
BHM,Allogrt patella tndn bn 430 7,"$17,206.00 "
BHM,Allogrt peroneu longus tndn 6,"$10,406.00 "
BHM,Allogrt peroneus tndn 430 5,"$13,807.00 "
BHM,Allogrt plug sub grn 5 oc 5,"$6,269.00 "
BHM,Allogrt post tibial 198 9,"$9,223.00 "
BHM,Allogrt rib fd asp0 8,"$4,446.00 "
BHM,Allogrt rtu med 4x16cm 151864,"$11,641.00 "
BHM,Allogrt semitend 0.7 234 3,"$12,878.00 "
BHM,Allogrt semitendinos 198 9,"$12,878.00 "
BHM,Allogrt semitendins tndn430 5,"$10,115.00 "
BHM,Allogrt sholdr scaff med 21 2,"$15,470.00 "
BHM,Allogrt spine tranz16mm1004 6,"$26,180.00 "
BHM,Allogrt spine tranz18mm1004 8,"$26,180.00 "
BHM,Allogrt tendn ankl sut fp t,"$11,891.00 "
BHM,Allogrt tendon 60x80mm l,"$13,317.00 "
BHM,Allogrt tendon palmis ff 1 6,"$5,392.00 "
BHM,Allogrt Tenfus 2x18 tff2 8,"$7,473.00 "
BHM,Allogrt Tenfus2x15ang tff20 a,"$7,473.00 "
BHM,Allogrt Tenfus2x18ang tff27 a,"$10,103.00 "
BHM,Allogrt Tenfuse 2x15mm tff2 5,"$7,473.00 "
BHM,Allogrt tib plate 15fd asp0 9,"$6,289.00 "
BHM,Allogrt tib plate m 15 rad0 9,"$5,520.00 "
BHM,Allogrt tib tendon 20cm 430 5,"$11,744.00 "
BHM,Allogrt tibal tendn ant102 4,"$9,223.00 "
BHM,Allogrt tibials ant 26 235 3,"$9,223.00 "
BHM,Allogrt tibials post26 235 3,"$9,223.00 "
BHM,Allogrt tiss lasr 10x14 345 1,"$10,810.00 "
BHM,Allogrt tiss lasr 5x14 345 1,"$8,925.00 "
BHM,Allogrt tiss lasr 8x14 345 1,"$10,810.00 "
BHM,Allogrt Tricort blc 7mm 320 7,"$6,338.00 "
BHM,Allogrt Tricort wdg bn 1 8,"$4,856.00 "
BHM,Allogrt trinity exl16cc 410 4,"$23,070.00 "
BHM,Allogrt trinity l10.6cc 410 3,"$28,893.00 "
BHM,Allogrt trinity m 5.3cc 410 2,"$16,035.00 "
BHM,Allogrt trinity s 1.2cc 410 1,"$5,685.00 "
BHM,Allogrt Tutoplast 1.5 x 5,"$2,681.00 "
BHM,Allogrt vas acel HD flx 8x16cm,"$22,392.00 "
BHM,Allogrt vas acel hdrt 25x35cm,"$92,558.00 "
BHM,Allogrt vasc acel flex6x16,"$15,906.00 "
BHM,Allogrt vasc acel HD flex12x20,"$40,857.00 "
BHM,Allogrt vasc acel HD flex12x24,"$48,815.00 "
BHM,Allogrt vasc acel HD flex16x20,"$53,061.00 "
BHM,Allogrt vasc acel HD flex4x7,"$4,743.00 "
BHM,Allogrt vasc acel hd flx4x16cm,"$10,334.00 "
BHM,Allogrt vasc acel hd flx6x16cm,"$15,906.00 "
BHM,Allogrt vasc acel hd flx8x16cm,"$22,392.00 "
BHM,Allogrt vasc acel hdrt 4x12cm,"$4,447.00 "
BHM,Allogrt vasc acel hdrt 6x12cm,"$11,927.00 "
BHM,Allogrt vasc acel hdrt 8x20cm,"$25,490.00 "
BHM,Allogrt Xenmtrx 19x35 161 5,"$65,501.00 "
BHM,Allogrt Xenmtrx 2x7 68302 0,"$5,807.00 "
BHM,Allogrt Xenmtrx 4x7 68302 0,"$7,367.00 "
BHM,Allogrt Xenmtrx 8X12 68302 0,"$9,990.00 "
BHM,Allopurinol 100mg tab,$1.00 
BHM,Allopurinol 150mg tab,$1.00 
BHM,Allopurinol 20 mg/ml ped susp,$1.00 
BHM,Allopurinol 300mg tab,$1.00 
BHM,Allopurinol 500mg/25ml vial,"$25,194.00 "
BHM,Aloe vesta antifungal 141gm,$0.00 
BHM,Alpha 1 antitrypsin (A1AT),$103.00 
BHM,Alpha 1 antitrypsin stool,$72.00 
BHM,Alpha 2 macroglobulin quant,$14.00 
BHM,Alpha 2 macroglobulin quant(c),$91.00 
BHM,Alpha Fetoprotein on Blood,$401.00 
BHM,Alpha fetoprotein pregnancy,$40.00 
BHM,Alpha-1 antitrypsin phenotypin,$18.00 
BHM,Alprazolam 0.125 mg tab,$1.00 
BHM,Alprazolam 0.25mg tab,$1.00 
BHM,Alprazolam 0.5mg tab,$1.00 
BHM,Alprazolam 0.5mg tab UC,$0.30 
BHM,Alprazolam 1 mg/ml ped susp,$1.00 
BHM,Alprazolam 1mg tab,$1.00 
BHM,Alprolix 1 unit inj,$15.00 
BHM,Alprostadil 10mcg/ml 25ml pedi,$782.00 
BHM,Alprostadil 500mcg/ml inj,"$1,194.00 "
BHM,ALT (SGPT),$61.00 
BHM,ALT (SGPT) UC,$66.00 
BHM,Aluminum,$13.00 
BHM,Alvimopan 12mg cap,$315.00 
BHM,Amantadine 100mg cap,$5.00 
BHM,Amantadine HCL 50mg 5ml syrup,$1.00 
BHM,Ambu bag mask inf t,$0.00 
BHM,Ambu bag mask manometer inf t,$0.00 
BHM,Ambu bag resus infant 2k8 0,$0.00 
BHM,Ambu bag resus infant87vn3 0,$0.00 
BHM,Ambu bag resus neonatal 260 0,$0.00 
BHM,Ambu bag resuscit ad t,$0.00 
BHM,Ambu bag spur II w/ O2 res v,$0.00 
BHM,Ambu bag w/mask inf t,$0.00 
BHM,Ambulatory BP analysis 24 hr,$374.00 
BHM,Ambulatory BP recording 24 hr,$374.00 
BHM,Amebiasis Abs,$7.00 
BHM,Amifostine 500mg vial IV,"$8,750.00 "
BHM,Amikacin 250mg/ml 2ml vial IV,$158.00 
BHM,Amikacin 5mg/ml bch syr IV,$50.00 
BHM,Amikacin peak (post-dose),$218.00 
BHM,Amikacin trough (pre-dose),$218.00 
BHM,Amikacin-random,$218.00 
BHM,"Amino acid, urine",$97.00 
BHM,Amino acid-quantitation-blood,$135.00 
BHM,Aminocaproic 250mg/1ml 20ml vl,$28.00 
BHM,Aminocaproic 250mg/ml 5ml liq,$51.00 
BHM,Aminocaproic 500mg tab,$101.00 
BHM,Aminolevulinic acid,$26.00 
BHM,Aminolevulinic acid 24hr ur,$26.00 
BHM,Aminophylline 25mg/ml 10 ml vl,$122.00 
BHM,Aminophylline 25mg/ml 20ml vl,$70.00 
BHM,Aminophylline 500mg/500ml IV,$63.00 
BHM,Aminophylline 5mg/ml syrup,$1.00 
BHM,Aminophylline/NS 5mg/ml 1ml IV,$1.00 
BHM,Amiodarone,$5.00 
BHM,Amiodarone 1.8mg/1ml ped/neo,$20.00 
BHM,Amiodarone 100mg tab,$8.00 
BHM,Amiodarone 150mg/100ml ivpb,$431.00 
BHM,Amiodarone 150mg/3ml inj,$30.00 
BHM,Amiodarone 200mg tab,$3.00 
BHM,Amiodarone 360 mg/200 ml,$646.00 
BHM,Amiodarone 450mg/250ml IVPB,$50.00 
BHM,Amiodarone 450mg/9ml inj,$48.00 
BHM,Amiodarone 900 mg/18 ml,$148.00 
BHM,Amiodarone dilute 25mg/5ml sol,$1.00 
BHM,Amiodarone/D5 1.5 mg/ml ped ld,$20.00 
BHM,Amiodarone/D5W 900mg/500ml IV,$100.00 
BHM,Amitiza 24 mcg cap,$12.00 
BHM,Amitriptyline 100mg tab,$1.00 
BHM,Amitriptyline 10mg tab,$1.00 
BHM,Amitriptyline 25mg tab,$1.00 
BHM,Amitriptyline 75mg tab,$1.00 
BHM,AML FISH auto-global 84-NG,$300.00 
BHM,Amlodipine 1 mg/ml ped susp,$1.00 
BHM,Amlodipine 10mg tab,$16.00 
BHM,Amlodipine 2.5mg tab,$12.00 
BHM,Amlodipine 5mg tab,$12.00 
BHM,Ammonia,$363.00 
BHM,Ammonia aromatic 0.33ml inh,$0.00 
BHM,Ammonia aromatic 0.33ml inh UC,$0.00 
BHM,Ammonium lac 12% 5gm cream,$0.00 
BHM,Ammonium lactate 12% crm 140g,$0.00 
BHM,Ammonium lactate 12% lotion,$0.00 
BHM,Amniocentesis diagnostic,$961.00 
BHM,Amniocentesis therapeutic,"$1,977.00 "
BHM,Amniocentesis US,"$1,402.00 "
BHM,Amniocentesis us UC,"$1,560.00 "
BHM,Amniograft .25ml bf010 5,"$10,340.00 "
BHM,Amniograft .50ml bf010 0,"$12,495.00 "
BHM,Amniograft 1.25ml bf010 5,"$23,770.00 "
BHM,Amniograft membrn 1x2cm ad5 0,"$4,631.00 "
BHM,Amniograft membrn 2x3cm ad5 0,"$5,801.00 "
BHM,Amniograft size a ag2 0,"$6,381.00 "
BHM,Amniograft size b ag2 5,"$5,553.00 "
BHM,Amniograft size c ag3 5,"$7,151.00 "
BHM,Amniograft size d ag1 0,"$2,730.00 "
BHM,Amniogrd corneal1x0.75 agd1 5,"$3,191.00 "
BHM,Amoeba antigen on stool,$37.00 
BHM,Amoxicillin 250mg cap,$1.00 
BHM,Amoxicillin 250mg/5ml PO susp,$1.00 
BHM,Amoxicillin 500mg cap,$1.00 
BHM,Amp probe 12-25 virus targets,$755.00 
BHM,Amphotericin B 50mg vl,$407.00 
